Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.75     0.00        1     0.00     0.00  LookAt(Point const&, Point const&, Vector const&)
  0.00      0.75     0.00        1     0.00     0.00  Inverse(Matrix4x4 const&)
  0.00      0.75     0.00        1     0.00     0.00  TasksInit()
  0.00      0.75     0.00        1     0.00     0.00  Translate(Vector const&)
  0.00      0.75     0.00        1     0.00     0.00  OrthoCamera::OrthoCamera(Transform const&, float const*, float, float, float, float, Film*)
  0.00      0.75     0.00        1     0.00     0.00  OrthoCamera::~OrthoCamera()
  0.00      0.75     0.00        1     0.00     0.00  TransferFunc1D::CheckReverse()
  0.00      0.75     0.00        1     0.00     0.00  TransferFunc1D::TransferFunc1D(short, short, std::vector<float, std::allocator<float> >&, std::vector<RGBSpectrum, std::allocator<RGBSpectrum> >&, std::string)
  0.00      0.75     0.00        1     0.00     0.00  TransferFunction::AddParseString(std::string&)
  0.00      0.75     0.00        1     0.00     0.00  TransferFunction::AddConstantDiscrete(int, std::string, float, float)
  0.00      0.75     0.00        1     0.00     0.00  VoronoiIntegrator::Preprocess(Scene const*, Camera const*, Renderer const*)
  0.00      0.75     0.00        1     0.00     0.00  VoronoiIntegrator::RequestSamples(Sampler*, Sample*, Scene const*)
  0.00      0.75     0.00        1     0.00     0.00  VoronoiIntegrator::~VoronoiIntegrator()
  0.00      0.75     0.00        1     0.00     0.00  Film::WriteImage(float)
  0.00      0.75     0.00        1     0.00     0.00  Film::Film(int, int, Filter*, float const*, std::string const&, bool)
  0.00      0.75     0.00        1     0.00     0.00  Arepo::LoadSnapshot()
  0.00      0.75     0.00        1     0.00     0.00  Arepo::Init(int*, char***)
  0.00      0.75     0.00        1     0.00     0.00  Arepo::Cleanup()
  0.00      0.75     0.00        1     0.00     0.00  Arepo::~Arepo()
  0.00      0.75     0.00        1     0.00     0.00  Mutex::Create()
  0.00      0.75     0.00        1     0.00     0.00  Scene::Scene(VolumeRegion*, ArepoMesh*)
  0.00      0.75     0.00        1     0.00     0.00  Scene::~Scene()
  0.00      0.75     0.00        1     0.00     0.00  Camera::Camera(Transform const&, Transform const&, float const*, float, float, float, float, Film*)
  0.00      0.75     0.00        1     0.00     0.00  Sample::Sample(Sampler*, VolumeIntegrator*, Scene const*)
  0.00      0.75     0.00        1     0.00     0.00  Renderer::Render(Scene const*)
  0.00      0.75     0.00        1     0.00     0.00  Renderer::Renderer(Sampler*, Camera*, VolumeIntegrator*)
  0.00      0.75     0.00        1     0.00     0.00  Renderer::~Renderer()
  0.00      0.75     0.00        1     0.00     0.00  ArepoMesh::CalculateMidpoints()
  0.00      0.75     0.00        1     0.00     0.00  ArepoMesh::ComputeQuantityBounds()
  0.00      0.75     0.00        1     0.00     0.00  ArepoMesh::ArepoMesh(TransferFunction const*)
  0.00      0.75     0.00        1     0.00     0.00  ArepoMesh::~ArepoMesh()
  0.00      0.75     0.00        1     0.00     0.00  ConfigSet::print()
  0.00      0.75     0.00        1     0.00     0.00  Film::GetSampleExtent(int*, int*, int*, int*) const
  0.00      0.75     0.00        1     0.00     0.00  std::vector<TransferFunc1D*, std::allocator<TransferFunc1D*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<TransferFunc1D**, std::vector<TransferFunc1D*, std::allocator<TransferFunc1D*> > >, TransferFunc1D* const&)
  0.00      0.75     0.00        1     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_insert_unique(std::pair<std::string const, std::string> const&)
  0.00      0.75     0.00        1     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, std::string> >*)
  0.00      0.75     0.00        1     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_unique(std::pair<std::string const, int> const&)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 1.33% of 0.75 seconds

index % time    self  children    called     name
                0.01    0.42    4164/4164        VoronoiIntegrator::Li(Scene const*, Renderer const*, Ray const&, Sample const*, RNG&, RGBSpectrum*, int*, int) const [2]
[1]     57.3    0.01    0.42    4164         ArepoMesh::AdvanceRayOneCellNew(Ray const&, float*, float*, int, RGBSpectrum&, RGBSpectrum&, int) [1]
                0.01    0.41   18129/18129       ArepoMesh::subSampleCell(int, int, Vector&, float*, int) [5]
                0.00    0.00   16273/16273       TransferFunction::Lve(float const*) const [427]
-----------------------------------------------
                0.00    0.43    2011/2011        RendererTask::Run() [3]
[2]     57.3    0.00    0.43    2011         VoronoiIntegrator::Li(Scene const*, Renderer const*, Ray const&, Sample const*, RNG&, RGBSpectrum*, int*, int) const [2]
                0.01    0.42    4164/4164        ArepoMesh::AdvanceRayOneCellNew(Ray const&, float*, float*, int, RGBSpectrum&, RGBSpectrum&, int) [1]
                0.00    0.00    2003/2003        BBox::IntersectP(Ray const&, float*, float*) const [434]
                0.00    0.00    1945/1945        ArepoMesh::LocateEntryCell(Ray const&, int*) [439]
-----------------------------------------------
                0.00    0.43       2/2           _ZL14taskEntryPointPv [4]
[3]     57.3    0.00    0.43       2         RendererTask::Run() [3]
                0.00    0.43    2011/2011        VoronoiIntegrator::Li(Scene const*, Renderer const*, Ray const&, Sample const*, RNG&, RGBSpectrum*, int*, int) const [2]
                0.00    0.00    1995/1995        OrthoCamera::GenerateRay(CameraSample const&, Ray*) const [436]
                0.00    0.00    1995/1995        Film::AddSample(CameraSample const&, RGBSpectrum const&) [435]
                0.00    0.00    1988/1988        StratifiedSampler::GetMoreSamples(Sample*, RNG&) [437]
                0.00    0.00    1960/1960        Sampler::ReportResults(Sample*, Ray const*, RGBSpectrum const*, int) [438]
                0.00    0.00       8/11          FreeAligned(void*) [449]
                0.00    0.00       4/4           Film::UpdateDisplay(int, int, int, int, float) [460]
                0.00    0.00       4/5           StratifiedSampler::~StratifiedSampler() [454]
                0.00    0.00       3/4           Timer::Timer() [463]
                0.00    0.00       3/3           Sample::Duplicate(int) const [471]
                0.00    0.00       3/4           Timer::Time() [462]
                0.00    0.00       2/3           Timer::Start() [468]
                0.00    0.00       2/2           StratifiedSampler::GetSubSampler(int, int) [475]
                0.00    0.00       2/2           RNG::Seed(unsigned int) const [477]
                0.00    0.00       2/2           StratifiedSampler::MaximumSampleCount() [476]
-----------------------------------------------
                                                 <spontaneous>
[4]     57.3    0.00    0.43                 _ZL14taskEntryPointPv [4]
                0.00    0.43       2/2           RendererTask::Run() [3]
                0.00    0.00       4/4           MutexLock::~MutexLock() [466]
-----------------------------------------------
                0.01    0.41   18129/18129       ArepoMesh::AdvanceRayOneCellNew(Ray const&, float*, float*, int, RGBSpectrum&, RGBSpectrum&, int) [1]
[5]     56.0    0.01    0.41   18129         ArepoMesh::subSampleCell(int, int, Vector&, float*, int) [5]
                0.02    0.37   36825/36825       compute_auxmesh_volumes(tessellation_data*, double*) [6]
                0.01    0.00  136247/136247      insert_point_new(tessellation_data*, int, int) [16]
                0.01    0.00   18448/18448       init_clear_auxmesh(tessellation_data*) [17]
-----------------------------------------------
                0.02    0.37   36825/36825       ArepoMesh::subSampleCell(int, int, Vector&, float*, int) [5]
[6]     52.0    0.02    0.37   36825         compute_auxmesh_volumes(tessellation_data*, double*) [6]
                0.37    0.00 1315689/1315689     derefine_refine_process_edge_new(tessellation_data*, double*, int, int, unsigned char*) [7]
-----------------------------------------------
                0.37    0.00 1315689/1315689     compute_auxmesh_volumes(tessellation_data*, double*) [6]
[7]     49.3    0.37    0.00 1315689         derefine_refine_process_edge_new(tessellation_data*, double*, int, int, unsigned char*) [7]
-----------------------------------------------
                                                 <spontaneous>
[8]     22.7    0.17    0.00                 solve_linear_equations [8]
-----------------------------------------------
                                                 <spontaneous>
[9]      6.7    0.05    0.00                 InTetra [9]
-----------------------------------------------
                                                 <spontaneous>
[10]     4.0    0.03    0.00                 update_circumcircle [10]
-----------------------------------------------
                                                 <spontaneous>
[11]     2.7    0.02    0.00                 make_a_1_to_4_flip [11]
-----------------------------------------------
                                                 <spontaneous>
[12]     2.7    0.02    0.00                 set_integers_for_pointer [12]
-----------------------------------------------
                                                 <spontaneous>
[13]     1.3    0.01    0.00                 MY_mpz_set_si [13]
-----------------------------------------------
                                                 <spontaneous>
[14]     1.3    0.01    0.00                 compute_circumcircles [14]
-----------------------------------------------
                                                 <spontaneous>
[15]     1.3    0.01    0.00                 derefine_refine_get_triangles [15]
-----------------------------------------------
                0.01    0.00  136247/136247      ArepoMesh::subSampleCell(int, int, Vector&, float*, int) [5]
[16]     1.3    0.01    0.00  136247         insert_point_new(tessellation_data*, int, int) [16]
                0.00    0.00    2087/2087        make_an_edge_split_new(tessellation_data*, int, int, int, int, int*) [432]
-----------------------------------------------
                0.01    0.00   18448/18448       ArepoMesh::subSampleCell(int, int, Vector&, float*, int) [5]
[17]     1.3    0.01    0.00   18448         init_clear_auxmesh(tessellation_data*) [17]
-----------------------------------------------
[18]     0.0    0.00    0.00       7+46      <cycle 1 as a whole> [18]
                0.00    0.00      34+189         ConfigSet::ReadFile(std::string) <cycle 1> [443]
                0.00    0.00       6             bool ConfigSet::string_to_T<bool>(std::string const&) <cycle 1> [453]
                0.00    0.00       5             std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) <cycle 1> [455]
                0.00    0.00       4             float ConfigSet::string_to_T<float>(std::string const&) <cycle 1> [464]
-----------------------------------------------
                0.00    0.00   16273/16273       ArepoMesh::AdvanceRayOneCellNew(Ray const&, float*, float*, int, RGBSpectrum&, RGBSpectrum&, int) [1]
[427]    0.0    0.00    0.00   16273         TransferFunction::Lve(float const*) const [427]
                0.00    0.00    2168/2168        TransferFunc1D::Lve(float const*) const [431]
-----------------------------------------------
                0.00    0.00    4147/12285       StratifiedSampler::GetMoreSamples(Sample*, RNG&) [437]
                0.00    0.00    8138/12285       LatinHypercube(float*, unsigned int, unsigned int, RNG&) [430]
[428]    0.0    0.00    0.00   12285         RNG::RandomUInt() const [428]
-----------------------------------------------
                0.00    0.00    4069/4069        StratifiedSampler::GetMoreSamples(Sample*, RNG&) [437]
[429]    0.0    0.00    0.00    4069         StratifiedSample2D(float*, int, int, RNG&, bool) [429]
-----------------------------------------------
                0.00    0.00    4023/4023        StratifiedSampler::GetMoreSamples(Sample*, RNG&) [437]
[430]    0.0    0.00    0.00    4023         LatinHypercube(float*, unsigned int, unsigned int, RNG&) [430]
                0.00    0.00    8138/12285       RNG::RandomUInt() const [428]
-----------------------------------------------
                0.00    0.00    2168/2168        TransferFunction::Lve(float const*) const [427]
[431]    0.0    0.00    0.00    2168         TransferFunc1D::Lve(float const*) const [431]
-----------------------------------------------
                0.00    0.00    2087/2087        insert_point_new(tessellation_data*, int, int) [16]
[432]    0.0    0.00    0.00    2087         make_an_edge_split_new(tessellation_data*, int, int, int, int, int*) [432]
-----------------------------------------------
                0.00    0.00    2070/2070        StratifiedSampler::GetMoreSamples(Sample*, RNG&) [437]
[433]    0.0    0.00    0.00    2070         StratifiedSample1D(float*, int, RNG&, bool) [433]
-----------------------------------------------
                0.00    0.00    2003/2003        VoronoiIntegrator::Li(Scene const*, Renderer const*, Ray const&, Sample const*, RNG&, RGBSpectrum*, int*, int) const [2]
[434]    0.0    0.00    0.00    2003         BBox::IntersectP(Ray const&, float*, float*) const [434]
-----------------------------------------------
                0.00    0.00    1995/1995        RendererTask::Run() [3]
[435]    0.0    0.00    0.00    1995         Film::AddSample(CameraSample const&, RGBSpectrum const&) [435]
-----------------------------------------------
                0.00    0.00    1995/1995        RendererTask::Run() [3]
[436]    0.0    0.00    0.00    1995         OrthoCamera::GenerateRay(CameraSample const&, Ray*) const [436]
-----------------------------------------------
                0.00    0.00    1988/1988        RendererTask::Run() [3]
[437]    0.0    0.00    0.00    1988         StratifiedSampler::GetMoreSamples(Sample*, RNG&) [437]
                0.00    0.00    4147/12285       RNG::RandomUInt() const [428]
                0.00    0.00    4069/4069        StratifiedSample2D(float*, int, int, RNG&, bool) [429]
                0.00    0.00    4023/4023        LatinHypercube(float*, unsigned int, unsigned int, RNG&) [430]
                0.00    0.00    2070/2070        StratifiedSample1D(float*, int, RNG&, bool) [433]
-----------------------------------------------
                0.00    0.00    1960/1960        RendererTask::Run() [3]
[438]    0.0    0.00    0.00    1960         Sampler::ReportResults(Sample*, Ray const*, RGBSpectrum const*, int) [438]
-----------------------------------------------
                0.00    0.00    1945/1945        VoronoiIntegrator::Li(Scene const*, Renderer const*, Ray const&, Sample const*, RNG&, RGBSpectrum*, int*, int) const [2]
[439]    0.0    0.00    0.00    1945         ArepoMesh::LocateEntryCell(Ray const&, int*) [439]
                0.00    0.00    1913/1913        ArepoMesh::FindNearestGasParticle(Point&, int, double*) [440]
-----------------------------------------------
                0.00    0.00    1913/1913        ArepoMesh::LocateEntryCell(Ray const&, int*) [439]
[440]    0.0    0.00    0.00    1913         ArepoMesh::FindNearestGasParticle(Point&, int, double*) [440]
-----------------------------------------------
                0.00    0.00     256/256         Film::Film(int, int, Filter*, float const*, std::string const&, bool) [523]
[441]    0.0    0.00    0.00     256         BoxFilter::Evaluate(float, float) const [441]
-----------------------------------------------
                0.00    0.00       2/63          Arepo::~Arepo() [527]
                0.00    0.00       7/63          ConfigSet::~ConfigSet() [694]
                0.00    0.00      54/63          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, std::string> >*) [544]
[442]    0.0    0.00    0.00      63         MPI::Datatype::Create_contiguous(int) const [442]
-----------------------------------------------
                                 189             ConfigSet::ReadFile(std::string) <cycle 1> [443]
                                   4             int ConfigSet::string_to_T<int>(std::string const&) <cycle 1> [465]
                                   4             float ConfigSet::string_to_T<float>(std::string const&) <cycle 1> [464]
                                   7             std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) <cycle 1> [455]
                                  16             bool ConfigSet::string_to_T<bool>(std::string const&) <cycle 1> [453]
                0.00    0.00       1/7           main [248]
                0.00    0.00       2/7           loadDiscreteColorTable(std::string const&, std::vector<float, std::allocator<float> >*) [504]
[443]    0.0    0.00    0.00      34+189     ConfigSet::ReadFile(std::string) <cycle 1> [443]
                0.00    0.00      27/27          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<std::string const, std::string> >, std::pair<std::string const, std::string> const&) [445]
                0.00    0.00      26/26          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::find(std::string const&) const [446]
                                   6             bool ConfigSet::string_to_T<bool>(std::string const&) <cycle 1> [453]
                                   4             int ConfigSet::string_to_T<int>(std::string const&) <cycle 1> [465]
                                   4             float ConfigSet::string_to_T<float>(std::string const&) <cycle 1> [464]
                                   1             std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) <cycle 1> [455]
                                 189             ConfigSet::ReadFile(std::string) <cycle 1> [443]
-----------------------------------------------
